specie	formula	sistema_xx	status	sottogruppo	gruppo	supergruppo	famiglia	sottoclasse	classe
Anduoite	RuAs2	Orthorhombic	Approved		marcasite	marcasite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Andychristyite	PbCu2+Te6+O5(H2O)	Triclinic	Approved		timroseite	eckhardite		tellurates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Andymcdonaldite	Fe3+2Te6+O6	Tetragonal	Approved		andymcdonaldite		copper	tellurates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Andyrobertsite	KCdCu2+5(AsO4)4[As(OH)2O2]·2H2O	Monoclinic	Approved		andyrobertsite	lavendulan		arsenates	phosphates, arsenates, vanadates
Angarfite	NaFe3+5(PO4)4(OH)4·4H2O	Orthorhombic	Approved		ludlamite	ludlamite		phosphates	phosphates, arsenates, vanadates
Angastonite	CaMgAl2(PO4)2(OH)4·7H2O	Not crystalline	Redefined		angastonite			phosphates	phosphates, arsenates, vanadates
Ángelaite	Cu2AgPbBiS4	Orthorhombic	Renamed		berthierite	berthierite	copper	sulfosalts	sulfides and sulfosalts
Angelellite	Fe3+4(As5+O4)2O3	Triclinic	Approved		angelellite		copper		phosphates, arsenates, vanadates
Anglesite	Pb(SO4)	Orthorhombic	Grandfathered		baryte	baryte		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Anhydrite	Ca(SO4)	Orthorhombic	Grandfathered		anhydrite		copper	sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Anhydrokainite	KMg(SO4)Cl	(!)	Questionable	anhydrokainite	kainite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Anilite	Cu+7S4	Orthorhombic	Approved		bornite	[fluorite]	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Ankerite	CaFe2+(CO3)2	Trigonal	Grandfathered		dolomite	calcite		carbonates	carbonates and nitrates
Ankinovichite	NiAl4(VO3)2(OH)12·2H2O	Monoclinic	Approved		chalcoalumite			polyphosphates, polyarsenates, polyvanadates	phosphates, arsenates, vanadates
Annabergite	NiNi2(AsO4)2·8H2O	Monoclinic	Grandfathered	erythrite	vivianite			arsenates	phosphates, arsenates, vanadates
Annite	KFe2+3(Si3Al)O10(OH)2	Monoclinic	Approved	phlogopite	trioctahedral mica	mica		phyllosilicates	"silicates 
[sheet]"
Anorpiment	As2S3	Triclinic	Approved		orpiment		copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Anorthite	Ca(Al2Si2)O8	Triclinic	Grandfathered		plagioclase	feldspar		tektosilicates	"silicates 
[framework]"
Anorthominasragrite	(V4+O)(SO4)·5H2O	Triclinic	Approved	"anortho
minasragrite"	minasragrite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Anorthoroselite	Ca2Co2+(AsO4)2·2H2O	Triclinic	Renamed	anorthoroselite	roselite	vauquelinite		arsenates	phosphates, arsenates, vanadates
Anorthoyttrialite-(Y)	Y4(SiO4)(Si3O10)	Triclinic	Approved	anorthoyttrialite	thortveitite			sorosilicates	"silicates 
[cluster]"
Ansermetite	MnV5+2O6·4H2O	Monoclinic	Approved		ansermetite			inovanadates	oxides
Antarcticite	CaCl2·6H2O	Trigonal	Approved		antarcticite			chlorohalides	halides
Anthoinite	Al(OH)3WO3	Triclinic	Grandfathered		anthoinite	halite	copper	wolframates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Anthonyite	Cu2+(OH,Cl)2·3H2O	Monoclinic	Approved		anthonyite			oxyhalides, hydroxyhalides	halides
Anthophyllite	?Mg2Mg5Si8O22(OH)2	Orthorhombic	Redefined	magnesium-iron-manganese amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Antigorite	Mg3Si2O5(OH)4	Monoclinic	Redefined		chrysotile	trioctahedral kaolin-serpentine	kaolin-serpentine	phyllosilicates	"silicates 
[sheet]"
Antimonselite	Sb2Se3	Orthorhombic	Approved		stibnite	stibnite		sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Antimony	Sb	Trigonal	Grandfathered		antimony	tetradymite		metalloids and nonmetals	elements
Antipinite	KNa3Cu2(C2O4)4	Triclinic	Approved		antipinite			salts of organic acids	organic compounds
Antipovite	Cu5O2(PO4)2	Triclinic	Approved		antipovite			phosphates	phosphates, arsenates, vanadates
Antlerite	Cu2+2Cu2+(SO4)(OH)4	Orthorhombic	Approved		antlerite	antlerite	copper	sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Antofagastaite	Na2Ca(SO4)2·1.5H2O	Monoclinic	Approved		syngenite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Anyuiite	AuPb2	Tetragonal	Approved		maldonite	halite	copper	metals and intermetallic alloys	elements
Anzaite-(Ce)	Ce4Fe2+Ti6O18(OH)2	Monoclinic	Approved		anzaite				oxides
Apachite	Cu2+9Si10O29·11H2O	Monoclinic	Approved		apachite			unclassified silicates	silicates
Apexite	NaMg(PO4)·9H2O	Triclinic	Approved		apexite	struvite		phosphates	phosphates, arsenates, vanadates
Aphthitalite	KKKNa(SO4)2	Trigonal	Grandfathered		aphthitalite	aphthitalite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Apjohnite	Mn2+Al2(SO4)4·22H2O	Monoclinic	Grandfathered		halotrichite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Aplowite	(Co,Mn2+,Ni)(SO4)·4H2O	Monoclinic	Approved		ilesite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Apuanite	Fe3+Fe2+2(Sb3+4Fe3+2)O12S	Tetragonal	Approved		versiliaite	minium		arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Aqualite	(H3O)8Na4SrCa6Zr3Si26O66(OH)9Cl	Trigonal	Approved	eudialyte	eudialyte			cyclosilicates	"silicates 
[cluster]"
Aradite	BaCa6(VO4)2[(SiO4)(VO4)]F	Trigonal	Redefined		zadovite	arctite	copper	nesosilicates	"silicates 
[cluster]"
Aragonite	Ca(CO3)	Orthorhombic	Grandfathered		aragonite	aragonite		carbonates	carbonates and nitrates
Arakiite	[(Zn,Mn2+)(Mn2+,Mg)12(Fe3+,Al)2](As3+O3)(As5+O4)2(OH)23	Monoclinic	Approved		hematolite	hematolite		arsenates	phosphates, arsenates, vanadates
Aramayoite	Ag3Sb2(Bi,Sb)S6	Triclinic	Grandfathered	aramayoite	aramayoite			sulfosalts	sulfides and sulfosalts
Arangasite	Al2(SO4)(PO4)F·7.5H2O	Monoclinic	Approved		arangasite	destinezite		phosphates	phosphates, arsenates, vanadates
Arapovite	U4+Ca2(K1-x?x)Si8O20         (x > 0.5)	Tetragonal	Approved		ekanite	gillespite		phyllosilicates	"silicates 
[sheet]"
Aravaipaite	Pb3AlF9·H2O	Triclinic	Approved		aravaipaite		copper	oxyhalides, hydroxyhalides	halides
Aravaite	Ba2Ca18(SiO4)6(PO4)3(CO3)F3O	Trigonal	Approved		aravaite	arctite	copper	carbo-phospho-silicates	silicates
Arcanite	K2(SO4)	Orthorhombic	Grandfathered		mascagnite	mascagnite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Archerite	KH2(PO4)	Tetragonal	Approved		phosphammite		copper	phosphates	phosphates, arsenates, vanadates
Arctite	(Na5Ca)Ca6Ba(PO4)6F3	Trigonal	Approved		arctite	arctite	copper	phosphates	phosphates, arsenates, vanadates
Arcubisite	Ag6CuBiS4	Orthorhombic	Approved		betekhtinite		copper	sulfosalts	sulfides and sulfosalts
Ardaite	Pb17Sb15S35Cl9	Monoclinic	Approved	ardaite	ardaite	sartorite	copper	sulfosalts	sulfides and sulfosalts
Ardealite	Ca2(PO3OH)(SO4)·4H2O	Monoclinic	Grandfathered	ardealite	brushite	gypsum		phosphates	phosphates, arsenates, vanadates
Ardennite-(As)	Mn2+4Al2Al2(MgAl)(As5+O4)(SiO4)2(Si3O10)(OH)6	Orthorhombic	Renamed	ardennite	ardennite	ardennite		sorosilicates	"silicates 
[cluster]"
Ardennite-(V)	Mn2+4Al2Al2(AlMg)(V3+O4)(SiO4)2(Si3O10)(OH)6	Orthorhombic	Approved	ardennite	ardennite	ardennite		sorosilicates	"silicates 
[cluster]"
Arfvedsonite	NaNa2(Fe2+4Fe3+)Si8O22(OH)2	Monoclinic	Redefined	sodium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Argandite	Mn2+7(VO4)2(OH)8	Monoclinic	Approved	argandite	allactite			vanadates	phosphates, arsenates, vanadates
Argentobaumhauerite	Pb22Ag(As,Sb)34S72	Triclinic	Redefined		baumhauerite	sartorite	copper	sulfosalts	sulfides and sulfosalts
Argentodufrénoysite	Ag3Pb26As35S80	Triclinic	Approved		dufrénoysite	sartorite	copper	sulfosalts	sulfides and sulfosalts
Argentojarosite	AgFe3+3(SO4)2(OH)6	Trigonal	Redefined	alunite	alunite	alunite	copper	sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Argentoliveingite	Ag3+xPb36-2xAs51+xS112          (0 = x < 0.5)	Triclinic	Approved		liveingite	sartorite	copper	sulfosalts	sulfides and sulfosalts
Argentopearceite	Ag16As2S11	Trigonal	Approved	pearceite	polybasite			sulfosalts	sulfides and sulfosalts
Argentopentlandite	Ag(Fe,Ni)8S8	Cubic	Approved		pentlandite	pentlandite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Argentopolybasite-T2ac	[Ag9AgS4][Ag6Sb2S7]	Trigonal	Approved	polybasite	polybasite			sulfosalts	sulfides and sulfosalts
Argentopyrite	AgFe2S3	Monoclinic	Grandfathered		cubanite	cubanite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Argentotennantite-(Zn)	Ag4+6[Cu+4Zn2]As4S12S	Cubic	Redefined	tennantite series	tetrahedrite	tetrahedrite	copper	sulfosalts	sulfides and sulfosalts
Argentotetrahedrite-(Cd)	Ag4+6[Cu+4Cd2]Sb4S12S	Cubic	Redefined	tetrahedrite series	tetrahedrite	tetrahedrite	copper	sulfosalts	sulfides and sulfosalts
Argentotetrahedrite-(Fe)	Ag4+6[Cu+4Fe2+2]Sb4S12S	Cubic	Redefined	tetrahedrite series	tetrahedrite	tetrahedrite	copper	sulfosalts	sulfides and sulfosalts
Argentotetrahedrite-(Hg)	Ag4+6[Cu+4Hg2]Sb4S12S	Cubic	Redefined	tetrahedrite series	tetrahedrite	tetrahedrite	copper	sulfosalts	sulfides and sulfosalts
Argentotetrahedrite-(Zn)	Ag+46[Cu+4Zn2]Sb4S12S	Cubic	Approved	tetrahedrite series	tetrahedrite	tetrahedrite	copper	sulfosalts	sulfides and sulfosalts
Argesite	(NH4)7Bi3Cl16	Trigonal	Approved		argesite			chlorohalides	halides
Argutite	GeO2	Tetragonal	Approved		rutile	rutile	copper		oxides
Argyrodite	Ag8GeS6	Orthorhombic	Grandfathered		argyrodite			sulfosalts	sulfides and sulfosalts
Arhbarite	Cu2+2Mg(AsO4)(OH)3	Triclinic	Redefined		arhbarite			arsenates	phosphates, arsenates, vanadates
Ariegilatite	BaCa6Ca6(SiO4)4(PO4)2F2O	Trigonal	Approved		arctite	arctite	copper	nesosilicates	"silicates 
[cluster]"
Arisite-(Ce)	NaCe2(CO3)2[(CO3)1-xF2x]F	Hexagonal	Approved		cordylite		copper	carbonates	carbonates and nitrates
Arisite-(La)	NaLa2(CO3)2[(CO3)1-xF2x]F	Hexagonal	Approved		cordylite		copper	carbonates	carbonates and nitrates
Aristarainite	Na2Mg[B6O8(OH)4]2·4H2O	Monoclinic	Approved		kaliborite			hexaborates	borates
Armalcolite	MgTi4+2O5	Orthorhombic	Redefined		pseudobrookite				oxides
Armangite	Mn2+26{[As3+6(OH)4O14][As3+6O18]2(CO3)}	Trigonal	Grandfathered		magnussonite	[fluorite]	copper	arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Armbrusterite	K5Na6Mn3+Mn2+14(Si9O22)4(OH)10·4H2O	Monoclinic	Approved		armbrusterite			phyllosilicates	"silicates 
[sheet]"
Armellinoite-(Ce)	Ca4Ce4+(AsO4)4·H2O	Tetragonal	Approved		pottsite	scheelite	copper	arsenates	phosphates, arsenates, vanadates
Armenite	Ca2?2BaAl3[(Si9Al3)O30]·2H2O	Orthorhombic	Grandfathered		armenite			cyclosilicates	"silicates 
[cluster]"
Armstrongite	CaZrSi6O15·3H2O	Monoclinic	Approved		elpidite			phyllosilicates	"silicates 
[sheet]"
Arrheniusite-(Ce)	CaMg[(Ce7Y3)Ca5](SiO4)4(Si2B3AsO18)(BO3)F11	Trigonal	Approved		okanogaite			nesosilicates	"silicates 
[cluster]"
Arrojadite-(BaNa)	BaNa3(NaCa)Fe2+13Al(PO4)11(PO3OH)(OH)2	Monoclinic	Approved		arrojadite			phosphates	phosphates, arsenates, vanadates
Arrojadite-(KFe)	(KNa)Fe2+Na3?Ca(Fe2+,Mn2+)13Al(PO4)11(PO3OH)(OH)2	Monoclinic	Renamed		arrojadite			phosphates	phosphates, arsenates, vanadates
Arrojadite-(KNa)	KNaNa2CaNa2Fe2+13Al(PO4)11(PO3OH)(OH)2	Monoclinic	Approved		arrojadite			phosphates	phosphates, arsenates, vanadates
Arrojadite-(PbFe)	Pb??Fe2+Na2?CaFe2+13Al(PO4)11(PO3OH)(OH)2 	Monoclinic	Approved		arrojadite			phosphates	phosphates, arsenates, vanadates
Arrojadite-(SrFe)	Sr?Fe2+?CaNa2?Fe2+13Al(PO4)11(PO3OH)(OH)2	Monoclinic	Approved		arrojadite			phosphates	phosphates, arsenates, vanadates
Arsenatrotitanite	NaTi(AsO4)O	Monoclinic	Approved		durangite	titanite		arsenates	phosphates, arsenates, vanadates
Arsenbrackebuschite	Pb2Fe3+(AsO4)2(OH)	Monoclinic	Approved	"arsen
brackebuschite"	brackebuschite	vauquelinite		arsenates	phosphates, arsenates, vanadates
Arsendescloizite	PbZn(AsO4)(OH)	Orthorhombic	Approved		conichalcite	descloizite		arsenates	phosphates, arsenates, vanadates
Arsenic	As	Trigonal	Grandfathered		antimony	tetradymite		metalloids and nonmetals	elements
Arseniopleite	NaCaMn2+(Mn2+Mn2+)(AsO4)3	Monoclinic	Approved		alluaudite	alluaudite		arsenates	phosphates, arsenates, vanadates
Arseniosiderite	Ca2Fe3+3(AsO4)3O2·3H2O	Monoclinic	Grandfathered	arseniosiderite	arseniosiderite	[fluorite]	copper	arsenates	phosphates, arsenates, vanadates
Arsenmarcobaldiite	Pb12(As3.2Sb2.8)?6S21	Triclinic	Approved		marcobaldiite	geocronite	copper	sulfosalts	sulfides and sulfosalts
Arsenmedaite	Mn2+6As5+Si5O18(OH)	Monoclinic	Approved		medaite			sorosilicates	"silicates 
[cluster]"
Arsenoclasite	Mn2+5(AsO4)2(OH)4	Orthorhombic	Grandfathered		arsenoclasite			arsenates	phosphates, arsenates, vanadates
Arsenocrandallite	CaAl3(AsO4)(AsO3OH)(OH)6	Trigonal	Approved		dussertite	alunite	copper	arsenates	phosphates, arsenates, vanadates
Arsenoflorencite-(Ce)	CeAl3[(AsO4),(PO4)]2(OH)6	Trigonal	Approved		dussertite	alunite	copper	arsenates	phosphates, arsenates, vanadates
Arsenoflorencite-(La)	LaAl3(AsO4)(AsO3OH)(OH)6	Trigonal	Approved		dussertite	alunite	copper	arsenates	phosphates, arsenates, vanadates
Arsenogoldfieldite	Cu+6Cu+6(As2Te2)S12S	Cubic	Approved	goldfieldite series	tetrahedrite	tetrahedrite	copper	sulfosalts	sulfides and sulfosalts
Arsenogorceixite	BaAl3(As5+O3OH)(AsO4,PO4)(OH,F)6·xH2O	Trigonal	Approved		dussertite	alunite	copper	arsenates	phosphates, arsenates, vanadates
Arsenogoyazite	SrAl3(AsO4)(As5+O3OH)(OH)6	Trigonal	Approved		dussertite	alunite	copper	arsenates	phosphates, arsenates, vanadates
Arsenohauchecornite	Ni18Bi3AsS16 	Tetragonal	Approved		hauchecornite	diamond	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Arsenohopeite	ZnZn2(AsO4)2·4H2O	Orthorhombic	Approved		hopeite	hopeite		arsenates	phosphates, arsenates, vanadates
Arsenolamprite	As	Orthorhombic	Grandfathered		arsenolamprite			metalloids and nonmetals	elements
Arsenolite	As2O3	Cubic	Grandfathered		arsenolite		copper		oxides
Arsenopalladinite	Pd8(As2.5Sb0.5)?=3	Triclinic	Redefined		mertieite	diamond	copper	metal / metalloids alloys	sulfides and sulfosalts
Arsenopyrite	Fe[AsS]	Monoclinic	Approved		arsenopyrite	marcasite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Arsenotu?ekite	Ni18Sb3AsS16	Tetragonal	Approved		hauchecornite	diamond	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Arsenoústale?ite	Cu6Cu6(As2Te2)Se12Se	Cubic	Approved	ústale?ite series	tetrahedrite	tetrahedrite	copper	sulfosalts	sulfides and sulfosalts
Arsenovanmeersscheite	U6+[(UO2)3(OH)2(AsO4)2](OH)4·4H2O	Orthorhombic	Approved		"arseno
vanmeerscheite"	phosphuranylite		uranyl arsenates	phosphates, arsenates, vanadates
Arsenoveszelyite	Cu2+2Zn(AsO4)(OH)3·2H2O	Monoclinic	Approved		veszelyite			arsenates	phosphates, arsenates, vanadates
Arsenowagnerite	Mg2(AsO4)F	Monoclinic	Approved		sarkinite	triplite		arsenates	phosphates, arsenates, vanadates
Arsenquatrandorite	Ag17.6Pb12.8Sb38.1As11.5S96	Monoclinic	Approved		andorite	lillianite	copper	sulfosalts	sulfides and sulfosalts
Arsentsumebite	CuPb2[(AsO4)(SO4)](OH)	Monoclinic	Grandfathered	tsumebite	brackebuschite	vauquelinite		arsenates	phosphates, arsenates, vanadates
Arsenudinaite	NaMg4(AsO4)3	Tetragonal	Approved		jeffbenite			arsenates	phosphates, arsenates, vanadates
Arsenuranospathite	Al[(UO2)(AsO4)]2F(H2O)20	Orthorhombic	Approved	arsenuranospathite	autunite			uranyl arsenates	phosphates, arsenates, vanadates
Arsenuranylite	Ca(UO2)4(AsO4)2(OH)4·6H2O	Orthorhombic	Grandfathered		arsenuranylite	phosphuranylite		uranyl arsenates	phosphates, arsenates, vanadates
Arsiccioite	Hg(Ag0.5Hg0.5)2TlAs2S6	Tetragonal	Approved		routhierite	diamond	copper	sulfosalts	sulfides and sulfosalts
Arsmirandite	Na18[Cu12Fe3+O8(As5+O4)8]Cl5	Monoclinic	Renamed		arsmirandite			arsenates	phosphates, arsenates, vanadates
Arthurite	Cu2+Fe3+2(AsO4)2(OH)2·4H2O	Monoclinic	Approved	arthurite	arthurite	hureaulite		arsenates	phosphates, arsenates, vanadates
Artinite	Mg2(CO3)(OH)2·3H2O	Monoclinic	Grandfathered		artinite	artinite		carbonates	carbonates and nitrates
Artroeite	Pb2[Al2F6(OH)4]	Triclinic	Approved	acuminite	prosopite	gearksutite		complex halides	halides
Artsmithite	Hg+4Al(PO4)2-x(OH)1+3x          (x = 0.26)	Monoclinic	Approved		artsmithite			phosphates	phosphates, arsenates, vanadates
Arupite	NiNi2(PO4)2·8H2O	Monoclinic	Approved	vivianite	vivianite			phosphates	phosphates, arsenates, vanadates
Arzrunite	Pb2Cu4(SO4)(OH)4Cl6·2H2O	Orthorhombic	Questionable		arzrunite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Asagiite	NiCu2+4(SO4)(OH)6·6H2O	Monoclinic	Approved		ktenasite	lavendulan		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Asbecasite	Ca3Be2TiAs3+6Si2O20	Trigonal	Approved		asbecasite			arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Asbolane	(Co,Ni)1-y(Mn4+O2)2-x(OH)2-2y-2x·nH2O	Hexagonal	Grandfathered		asbolane			hydroxides	oxides
Aschamalmite	Pb6Bi2S9	Monoclinic	Approved		heyrovsk?ite	lillianite	copper	sulfosalts	sulfides and sulfosalts
Ashburtonite	HCu2+4Pb4(Si4O12)(HCO3)4(OH)4Cl	Tetragonal	Approved		ashburtonite	kainosite		cyclosilicates	"silicates 
[cluster]"
Ashcroftine-(Y)	K5Na5(Y,Ca)12(Si2O5)14(CO3)8(OH)2·8H2O	Tetragonal	Renamed		ashcroftine			inosilicates	"silicates 
[chain-ribbon]"
Ashoverite	Zn(OH)2	Tetragonal	Approved		behoite	behoite	copper	hydroxides	oxides
Asimowite	Fe2+2(SiO4)	Orthorhombic	Approved		wadsleyite	manganostibite	copper	sorosilicates	"silicates 
[cluster]"
Asisite	Pb7Si(O8?)Cl2 	Tetragonal	Approved		asisite		copper	oxyhalides, hydroxyhalides	halides
?skagenite-(Nd)	(Mn2+Nd)(AlAlFe3+)[Si2O7][SiO4]OO	Monoclinic	Approved		?skagenite	epidote		sorosilicates	"silicates 
[cluster]"
Aspedamite	?12(Fe3+2Fe2+)Nb4{Th(Nb,Fe3+)12O42}[(H2O),(OH)]12	Cubic	Approved		menezesite			niobates	oxides
Aspidolite	NaMg3(AlSi3)O10(OH)2	Monoclinic	Redefined	ephesite	trioctahedral mica	mica		phyllosilicates	"silicates 
[sheet]"
Asselbornite	Pb(UO2)4(BiO)3(AsO4)2(OH)7·4H2O 	Cubic	Approved		asselbornite			uranyl arsenates	phosphates, arsenates, vanadates
Astrocyanite-(Ce)	Cu2(Ce,Nd,La)2(UO2)(CO3)5(OH)2·1.5H2O	Hexagonal	Approved		astrocyanite			uranyl carbonates	carbonates and nitrates
Astrophyllite	K2NaFe2+7Ti2(Si4O12)2O2(OH)4F	Triclinic	Redefined		astrophyllite	astrophyllite		inosilicates	"silicates 
[chain-ribbon]"
Atacamite	Cu2+2(OH)3Cl	Orthorhombic	Grandfathered		atacamite	atacamite	copper	oxyhalides, hydroxyhalides	halides
Atelestite	Bi2O(OH)(AsO4)	Monoclinic	Grandfathered		atelestite		copper	arsenates	phosphates, arsenates, vanadates
Atelisite-(Y)	Y4Si3O8(OH)8	Tetragonal	Approved		atelisite		copper		silicates
Atencioite	Ca2[(Fe2+,?)2Mg2Fe2+2]Be4(PO4)6(OH)4·6H2O	Triclinic	Approved	atencioite	roscherite			phosphates	phosphates, arsenates, vanadates
Athabascaite	Cu5Se4	Orthorhombic	Approved		umangite		copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Atheneite	Pd2(As0.75Hg0.25)	Hexagonal	Approved		atheneite			metal / metalloids alloys	sulfides and sulfosalts
Atlasovite	KCu2+6Fe3+(BiO4)(SO4)5Cl	Tetragonal	Approved		nabokoite	nabokoite	copper	sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Atokite	SnPd3	Cubic	Approved	auricupride	B-site vacant single antiperovskites X?A3	perovskite	copper	metals and intermetallic alloys	elements
Attakolite	(Ca,Sr)Mn2+(Al,Fe3+)4[(HSiO4),(PO4)](PO4)3(OH)4	Monoclinic	Redefined	attakolite	carminite	vauquelinite		phosphates	phosphates, arsenates, vanadates
Attikaite	Ca3Cu2Al2(AsO4)4(OH)4·2H2O	Orthorhombic	Approved		attikaite	lavendulan		arsenates	phosphates, arsenates, vanadates
Aubertite	Cu2+Al(SO4)2Cl·14H2O	Triclinic	Approved		aubertite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Auerbakhite	MnTl2As2S5	Orthorhombic	Approved		auerbakhite			sulfosalts	sulfides and sulfosalts
Augelite	Al2(PO4)(OH)3	Monoclinic	Grandfathered		augelite			phosphates	phosphates, arsenates, vanadates
Augite	CaMg(Si2O6)	Monoclinic	Approved		diopside	pyroxene		inosilicates	"silicates 
[chain-ribbon]"
Auriacusite	Cu2+Fe3+(AsO4)O	Orthorhombic	Approved	adamite	olivenite			arsenates	phosphates, arsenates, vanadates
Aurichalcite	Zn5(CO3)2(OH)6	Monoclinic	Grandfathered	aurichalcite	aurichalcite			carbonates	carbonates and nitrates
Auricupride	AuCu3	Cubic	Grandfathered	auricupride	B-site vacant single antiperovskites X?A3	perovskite	copper	metals and intermetallic alloys	elements
Aurihydrargyrumite	Au6Hg5	Hexagonal	Approved		aurihydragyrumite			metals and intermetallic alloys	elements
Aurivilliusite	Hg+Hg2+OI	Monoclinic	Approved		aurivilliusite			oxyhalides, hydroxyhalides	halides
Aurorite	Mn2+Mn4+3O7·3H2O	Trigonal	Approved		chalcophanite	chalcophanite		hydroxides	oxides
Auroselenide	AuSe	Monoclinic	Approved		auroselenide			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Aurostibite	AuSb2	Cubic	Grandfathered		pyrite	pyrite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
